TaxaName	RecNum	Phylum	Class	Order	Family	Genus	GroupCoarse	GroupFine	Species	ID level	Origin	IntroSource	CommonName	AlternateNames	ITIS_Accepted_Name	ITIS_URL	COL_Accepted_Name	COL_URL	Ref_GL_occurrence	Erie	Huron	Michigan	Ontario	Superior	St. Mary's River	Huron Erie Corridor	Niagara River	Ref_location	Notes	Benthic	Littoral	Limnetic	Lakes_Proper	Tribs/Wetlands	Aerial/ Terrestrial	BOLD_link	Other_Genetic_Info	NatHistory_source	NatHistory_link	nasID
Spirogyra spreeiana	2054	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra spreeiana	Species	Native				Species not found				Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra spreeiana Rabenhorst : http://www.algaebase.org/search/species/detail/?species_id=35364; Habitat - ; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x									NA	NA
Spirogyra stictica	2055	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra stictica	Species	Native			Sirogonium sticticum	Spirogyra stictica 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7005			Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Sirogonium sticticum (Smith) Kützing: http://www.algaebase.org/search/species/detail/?species_id=29890; Habitat - shallow water; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x	x								NA	NA
Spirogyra subsalsa	2056	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra subsalsa	Species	Native				Spirogyra subsalsa Kuetzing	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7006			Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra subsalsa Kützing : http://www.algaebase.org/search/species/detail/?species_id=132364; Habitat - shallow water; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x	x								NA	NA
Spirogyra sulcata	2057	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra sulcata	Species	Native				Species not found				Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra sulcata Blum : http://www.algaebase.org/search/species/detail/?species_id=133519; Habitat - ; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x									NA	NA
Spirogyra tenuissima	2058	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra tenuissima	Species	Native				Spirogyra tenuissima (Hass.) Kuetzing	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7023			Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra tenuissima (Hassall) Kützing: http://www.algaebase.org/search/species/detail/?species_id=29941; Habitat - ; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x						http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Spirogyra+tenuissima			NA	NA
Spirogyra teodoresci	2059	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra teodoresci	Species	Native				Species not found				Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra teodorescui Transeau : http://www.algaebase.org/search/species/detail/?species_id=29942; Habitat - ; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x						http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Spirogyra+teodoresci			NA	NA
Spirogyra triplicata	2060	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra triplicata	Species	Native				Species not found				Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra triplicata (Collins) Transeau: http://www.algaebase.org/search/species/detail/?species_id=142475; Habitat - ; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x									NA	NA
Spirogyra varians	2061	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra varians	Species	Native				Spirogyra varians (Hass.) Kuetzing	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7024			Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra varians (Hassall) Kützing: http://www.algaebase.org/search/species/detail/?species_id=29944; Habitat - ; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x						http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Spirogyra+varians			NA	NA
Spirogyra weberi	2062	Charophyta	Conjugatophyceae	Zygnematales	Zygnemataceae	Spirogyra	green algae	filamentous	Spirogyra weberi	Species	Native			Some records originally as Spirogyra grevilleana are now considered S. weberi var. grevilleana	Spirogyra weberi	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7007			Prescott 1962; Brown and Manny 1983; 		genus								"Algaebase - Spirogyra weberi Kützing: http://www.algaebase.org/search/species/detail/?species_id=29945; Habitat - ; Other notes - long filaments, generally unbranched, except where in contact with sediments. Slippery-textured cottony masses easily drawn into a thread. In cold and deep waters it can form clouds several feet in diameter, in shallow warm waters it forms floating mats. Reproductive stages can impart a brown or orange tinge to the mass."	x						http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Spirogyra+weberi			NA	NA
Spirotaenia sp.	2063	Charophyta	Conjugatophyceae	Zygnematales	Mesotaeniaceae	Spirotaenia	saccoderm desmids	elongate unicells	Spirotaenia sp.	Genus	Native				"Spirotaenia Brebisson Ex Ralfs, 1848"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=8876			Prescott 1962; 										"Algaebase - Spirotaenia Brébisson, 1848: http://www.algaebase.org/search/genus/detail/?genus_id=43559&-session=abv4:AC1F070A18a9a344C7SS21CB860A; Habitat - ; Other notes - "										NA	NA
Spirulina laxa	2064	Cyanobacteria	Cyanophyceae	Nostocales	Oscillatoriaceae	Spirulina 	blue-green	unicell/small colony	Spirulina laxa	Species	Native				Spirulina laxa G. M. Smith	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1063	Spirulina laxa	http://www.catalogueoflife.org/col/details/species/id/ee4bceaf297d7ac736ea266f2d283c42	Makarewicz et al 1994; Makarewicz et al 1995; 			x	x						Algaebase - Spirulina laxa G.M.Smith: http://www.algaebase.org/search/species/detail/?species_id=30309; Habitat - ; Other notes - Spirally coiled unicells. May become very long (>300um) and appear as filaments.This genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress.										NA	NA
Spirulina laxissima	2065	Cyanobacteria	Cyanophyceae	Nostocales	Oscillatoriaceae	Spirulina 	blue-green	unicell/small colony	Spirulina laxissima	Species	Native			Glaucospira laxissima	"Spirulina laxissima G. S. West, 1907"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1064	Spirulina laxissima	http://www.catalogueoflife.org/col/details/species/id/86d585af7495fcb354c8dd4ba6fd0162	Prescott 1962; 										"Algaebase - Glaucospira laxissima (G.S.West) Simic, Komárek & Dordevic: http://www.algaebase.org/search/species/detail/?species_id=150593; Habitat - ; Other notes - Spirally coiled unicells. May become very long (>300um) and appear as filaments.This genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress."										NA	NA
Spirulina major	2066	Cyanobacteria	Cyanophyceae	Nostocales	Oscillatoriaceae	Spirulina 	blue-green	unicell/small colony	Spirulina major	Species	Native				Spirulina major Kuetzing Ex Gomont	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1054	Spirulina major	http://www.catalogueoflife.org/col/details/species/id/94b1750e5af60a7131f800725f32f0d9	Prescott 1962; 										Algaebase - Spirulina major Kützing ex Gomont : http://www.algaebase.org/search/species/detail/?species_id=24748; Habitat - ; Other notes - Spirally coiled unicells. May become very long (>300um) and appear as filaments.This genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress.										NA	NA
Spirulina nordstedtii	2067	Cyanobacteria	Cyanophyceae	Nostocales	Oscillatoriaceae	Spirulina 	blue-green	unicell/small colony	Spirulina nordstedtii	Species	Native				"Spirulina nordstedtii Gomont, 1892"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1066	Spirulina nordstedtii	http://www.catalogueoflife.org/col/details/species/id/b9c28498581724d0d8dc6131f7cc1471	Prescott 1962; 										Algaebase - Spirulina nordstedtii Gomont : http://www.algaebase.org/search/species/detail/?species_id=30313; Habitat - ; Other notes - Spirally coiled unicells. May become very long (>300um) and appear as filaments.This genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress.										NA	NA
Spirulina princeps	2068	Cyanobacteria	Cyanophyceae	Nostocales	Oscillatoriaceae	Spirulina 	blue-green	unicell/small colony	Spirulina princeps	Species	Native				Spirulina princeps 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1060	Spirulina princeps	http://www.catalogueoflife.org/col/details/species/id/8500956115a0b93f885be2070bebff3e	Prescott 1962; 										Algaebase - Spirulina princeps West & G.S.West : http://www.algaebase.org/search/species/detail/?species_id=30314; Habitat - ; Other notes - Spirally coiled unicells. May become very long (>300um) and appear as filaments.This genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress.										NA	NA
Spirulina subsalsa	2069	Cyanobacteria	Cyanophyceae	Nostocales	Oscillatoriaceae	Spirulina 	blue-green	unicell/small colony	Spirulina subsalsa	Species	Native				Spirulina subsalsa Oersted	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1055	Spirulina subsalsa	http://www.catalogueoflife.org/col/details/species/id/96bbc88c6972a00eebf5d52229ca975a	Prescott 1962; 										Algaebase - Spirulina subsalsa Oersted ex Gomont : http://www.algaebase.org/search/species/detail/?species_id=23781; Habitat - ; Other notes - Spirally coiled unicells. May become very long (>300um) and appear as filaments.This genus may produce lipopolysaccharides capable of causing skin irritation and gastrointestinal distress.										NA	NA
Spondylomorum quaternarium	2070	Chlorophyta	Chlorophyceae	Chlamydomonadales	Spondylomoraceae	Spondylomorum	green algae	irregular non-mucilaginous colony	Spondylomorum quaternarium	Species	Native				"Spondylomorum quaternarium Ehrenberg, 1848"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5645			Prescott 1962; 										"Algaebase - Spondylomorum quaternarium Ehrenberg : http://www.algaebase.org/search/species/detail/?species_id=27911; Habitat - Nitrogen rich areas; Other notes - Rare.   8-16 cells per colony. Cells 5-15um, colonies 36-75um"										NA	NA
Spondylosium sp.	2071	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	desmid	filamentous	Spondylosium sp.	Genus	Native				"Spondylosium Brebisson Ex Ralfs, 1848"	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=8468			Prescott 1962; 										"Algaebase - Spondylosium Brébisson ex Kützing, 1849: http://www.algaebase.org/search/genus/detail/?genus_id=43545&-session=abv4:AC1F070A18a9a344C7SS21CB860A; Habitat - ; Other notes - "										NA	NA
Staurastrum gracile 	2072	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	desmid	bicell	Staurastrum gracile 	Species	Native				Staurastrum gracile Ralfs	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7445			Makarewicz et al 1994; Makarewicz et al 1995; EPA 1998; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus		genus	x	genus					Algaebase - Staurastrum gracile Ralfs ex Ralfs : http://www.algaebase.org/search/species/detail/?species_id=29352; Habitat - ; Other notes - a dominant component of the summer phytoplankton assemblage in Lake Ontario			x	x						NA	NA
Staurastrum paradoxum	2073	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	desmid	bicell	Staurastrum paradoxum	Species	Native				Staurastrum paradoxum Meyer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7549			Makarewicz et al 1994; Makarewicz et al 1995; Brown and Manny 1983; Reavie et al 2014; U.S. EPA GLNPO 2018; 	genus	x	genus		genus					Algaebase - Staurastrum paradoxum Meyen ex Ralfs: http://www.algaebase.org/search/species/detail/?species_id=29445; Habitat - ; Other notes - 										NA	NA
Staurodesmus pachyrhynchus	2074	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Staurodesmus	desmid	bicell	Staurodesmus pachyrhynchus	Species	Native			Originally as Staurastrum pseudopachyrhynchum; Staurodesmus pachyrhynchus var. pseudopachyrhynchus	Staurodesmus pachyrhynchus (Nordst.) Teil.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=7233			Brown and Manny 1983; 		x								Algaebase - Staurodesmus pachyrhynchus var. pseudopachyrhynchus (Wolle) Teiling: http://www.algaebase.org/search/species/detail/?species_id=68199; Habitat - ; Other notes - 										NA	NA
Stauroneis acuta	2075	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis acuta	Species	Native				Stauroneis acuta W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4138	Stauroneis acuta	http://www.catalogueoflife.org/col/details/species/id/8a298649bb54fa3d37af8b2c39d277a5	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis acuta W.Smith: http://www.algaebase.org/search/species/detail/?species_id=32105; Habitat - ; Other notes - 							http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Stauroneis+acuta			NA	NA
Stauroneis acutiuscula 	2076	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis acutiuscula 	Species	Native				Stauroneis acutiuscula M. Perag. & Hérib. in Hérib.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4139			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis acutiuscula M.Peragallo & Héribaud-Joseph: http://www.algaebase.org/search/species/detail/?species_id=50530; Habitat - ; Other notes - 										NA	NA
Stauroneis agrestis 	2077	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis agrestis 	Species	Native				Stauroneis agrestis J. B. Petersen 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4142			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis agrestis J.B.Petersen : http://www.algaebase.org/search/species/detail/?species_id=32106; Habitat - ; Other notes - 										NA	NA
Stauroneis alabamae	2078	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis alabamae	Species	Native			Stauroneis nobilis f. alabamae	Stauroneis alabamae Heiden	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590955	Stauroneis alabamae	http://www.catalogueoflife.org/col/details/species/id/734b1cd64caabc6bb2d57bd857be9596	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis nobilis f. alabamae (Heiden in Schmidt et al.) A.Cleve: http://www.algaebase.org/search/species/detail/?species_id=32128; Habitat - ; Other notes - 										NA	NA
Stauroneis anceps 	2079	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis anceps 	Species	Native			Also originally as Stauroneis anceps fo. gracilis Rabenh. & Stauroneis anceps var. americana C.W.Reimer	Stauroneis anceps Ehrenb. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4147			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis anceps Ehrenberg : http://www.algaebase.org/search/species/detail/?species_id=32108; Habitat - ; Other notes - 										NA	NA
Stauroneis borrichii	2080	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis borrichii	Species	Native			Originally as Stauroneis borrichii fo. subcapitata	Stauroneis borrichii f. subcapitata (J. B. Petersen) Lund	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591682	Stauroneis borrichii	http://www.catalogueoflife.org/col/details/species/id/f882e096613d6c9e203fca40a456b40b	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis borrichii (J.B.Petersen) J.W.G.Lund : http://www.algaebase.org/search/species/detail/?species_id=32116; Habitat - ; Other notes - 										NA	NA
Stauroneis dilatata 	2081	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis dilatata 	Species	Native			Also originally as Stauroneis dilatata fo. baicalensis Skvortsov & K.I.Mey.	Stauroneis dilatata Ehrenb. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4316			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis dilatata Ehrenberg: http://www.algaebase.org/search/species/detail/?species_id=34368; Habitat - ; Other notes - 										NA	NA
Stauroneis fluminea 	2082	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis fluminea 	Species	Native				Stauroneis fluminea R. M. Patrick & Freese	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4188			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis fluminea R.M.Patrick & Freese : http://www.algaebase.org/search/species/detail/?species_id=50535; Habitat - ; Other notes - 										NA	NA
Stauroneis gracilis 	2083	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis gracilis 	Species	Native				Stauroneis gracilis Ehrenb.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4193			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis gracilis Ehrenberg : http://www.algaebase.org/search/species/detail/?species_id=32120; Habitat - ; Other notes - 										NA	NA
Stauroneis kriegeri 	2084	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis kriegeri 	Species	Native			Also originally as Stauroneis kriegeri fo. undulata Hust.	Stauroneis kriegeri R. M. Patrick	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4211			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis kriegeri R.M.Patrick: http://www.algaebase.org/search/species/detail/?species_id=32124; Habitat - ; Other notes - 										NA	NA
Stauroneis lauenburgiana 	2085	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis lauenburgiana 	Species	Native				Stauroneis lauenburgiana Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4219			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis lauenburgiana Hustedt : http://www.algaebase.org/search/species/detail/?species_id=34378; Habitat - ; Other notes - 										NA	NA
Stauroneis linearis	2086	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis linearis	Species	Native			Originally as Stauroneis anceps fo. linearis (Ehrenb.) Hust. & Stauroneis anceps var. linearis 	Stauroneis linearis Ehrenb.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590932	Stauroneis linearis	http://www.catalogueoflife.org/col/details/species/id/2b49a3829add8749b63b6f1a82b74805	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis anceps var. linearis (Ehrenberg) J.-J.Brun: http://www.algaebase.org/search/species/detail/?species_id=76222; Habitat - ; Other notes - 										NA	NA
Stauroneis livingstonii 	2087	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis livingstonii 	Species	Native				Stauroneis livingstonii C. W. Reimer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4226			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis livingstonii C.W.Reimer : http://www.algaebase.org/search/species/detail/?species_id=50536; Habitat - ; Other notes - 										NA	NA
Stauroneis neohyalina	2088	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis neohyalina	Species	Native				Stauroneis neohyalina Lange-Bertalot and Krammer in Lange-Bertalot	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590945	Stauroneis neohyalina	http://www.catalogueoflife.org/col/details/species/id/7e184615e627e659b6e6738391a2a117	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis neohyalina Lange-Bertalot & Krammer: http://www.algaebase.org/search/species/detail/?species_id=39664; Habitat - ; Other notes - 										NA	NA
Stauroneis nobilis	2089	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis nobilis	Species	Native			Originally as Stauroneis nobilis var. baconiana 	Stauroneis nobilis var. baconiana (Stodd.) C. W. Reimer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4259	Stauroneis nobilis	http://www.catalogueoflife.org/col/details/species/id/289309ce4371eaef77818775cdc555e0	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis nobilis Schumann : http://www.algaebase.org/search/species/detail/?species_id=32127; Habitat - ; Other notes - 										NA	NA
Stauroneis obtusa 	2090	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis obtusa 	Species	Native				Stauroneis obtusa Lagerst.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4245			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis obtusa Lagerstedt: http://www.algaebase.org/search/species/detail/?species_id=32130; Habitat - ; Other notes - 										NA	NA
Stauroneis phoenicenteron 	2091	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis phoenicenteron 	Species	Native			"Also originally as Stauroneis phoenicenteron fo. gracilis (Ehrenb.) Hust., Stauroneis phoenicenteron fo. lanceolata (Kütz.) Brun, Stauroneis phoenicenteron var. brevis Dippel  & Stauroneis phoenicenteron var. intermedia (Dippel) A.Cleve"	Stauroneis phoenicenteron (Nitzsch) Ehrenb. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4252			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis phoenicenteron (Nitzsch) Ehrenberg : http://www.algaebase.org/search/species/detail/?species_id=32132; Habitat - ; Other notes - 										NA	NA
Stauroneis phyllodes 	2092	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis phyllodes 	Species	Native			Originally as Stauroneis phylloides Ehrenb.	Stauroneis phyllodes Ehrenberg	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1020737			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis phyllodes Ehrenberg : http://www.algaebase.org/search/species/detail/?species_id=50538; Habitat - ; Other notes - 										NA	NA
Stauroneis producta	2093	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis producta	Species	Native				Stauroneis producta Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=4264	Stauroneis producta	http://www.catalogueoflife.org/col/details/species/id/68218b3799f15ed2eef50217c49825d9	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis producta Grunow: http://www.algaebase.org/search/species/detail/?species_id=34384; Habitat - ; Other notes - 										NA	NA
Stauroneis rostrata	2094	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis rostrata	Species	Native			Originally as Navicula tuscula fo. rostrata Hust. & Navicula tuscula var. rostrata Hust.	Stauroneis rostrata (Hustedt) Metzeltin and Lange-Bertalot	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1020494	Stauroneis rostrata	http://www.catalogueoflife.org/col/details/species/id/f8fa6adf69e5ab020686948b1df593b4	Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			1					Algaebase - subspecies not found: ; Habitat - ; Other notes - 			x	x						NA	NA
Stauroneis siberica 	2095	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	diatom	naviculoid	Stauroneis siberica 	Species	Native				Stauroneis siberica (Grunow) Lange-Bertalot and Krammer in Lange-Bertalot 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=590972			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		genus			genus					Algaebase - Stauroneis siberica (Grunow) Lange-Bertalot & Krammer: http://www.algaebase.org/search/species/detail/?species_id=50540; Habitat - ; Other notes - 										NA	NA
